Ragione_Sociale,Dipendenti_Sintetici,Fatturato_Sintetico,Utile_Sintetico,classificazione_servizi_finanziari,classificazione_servizi_non_finanziari,classificazione_software_informatica,classificazione_software_rd,Macro_Area_Nord,Macro_Area_Sud_Isole,Prod_Firewall,Prod_Endpoint_Security,Prod_Cloud_Security,Prod_SOC_Gestito
"Turati, Mastandrea e Sollima Group",0.061224489795918366,0.04633191856322937,0.5600411893757359,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Abba SPA,0.061224489795918366,0.0502652672151664,0.5609811011302858,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Morucci-Ferrata Group,0.10204081632653061,0.06661539605070418,0.5880431248469404,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bragadin Group,0.08163265306122448,0.07505715579275361,0.5596340488590293,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Mascagni SPA,0.08163265306122448,0.07787316888019145,0.5602122757959264,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Paganini-Frescobaldi SPA,0.7551020408163265,0.5236864314918731,0.7131531569494608,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Ughi s.r.l.,0.12244897959183673,0.11020977564821803,0.5860951833164377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gravina-Salgari Group,0.04081632653061225,0.02695150521645377,0.5742885367788799,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Condoleo, Stradivari e Mondaini Group",0.673469387755102,0.6063715328235251,0.48235213231610613,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Guinizzelli e figli,0.08163265306122448,0.07554681461424402,0.6221987679731281,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Agostini, Monicelli e Leone s.r.l.",0.08163265306122448,0.04858804191598434,0.5786457009269549,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Ossola, Depero e Lattuada SPA",0.28571428571428564,0.25982873004581886,0.6822590938050026,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Zarlino s.r.l.,0.0,0.0035084854258069726,0.5926982209094047,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Musatti, Tirabassi e Sokolov Group",0.693877551020408,0.30051901504345185,0.6013105637144311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Moschino-Regge s.r.l.,0.04081632653061225,0.031570103076168754,0.577329985768253,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gozzano s.r.l.,0.061224489795918366,0.07239204541938773,0.5845850893461806,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Valmarana, Cilea e Rensi SPA",0.0,0.008038614846964314,0.5991546742060556,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Cattaneo SPA,0.0,0.004865111087267491,0.5960801491136453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Stucchi, Depero e Gottardi s.r.l.",0.0,0.0014712261416043202,0.5961780618386527,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Fantozzi-Pedrazzini e figli,0.02040816326530612,0.03081114062016634,0.6029637488783826,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Dulbecco e figli,0.061224489795918366,0.06332765426734252,0.5945470299012859,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sandi e figli,0.0,0.001752134500851839,0.5902065499807412,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Galvani-Pausini Group,0.0,0.0010293259316111062,0.5970101662643759,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Vanvitelli, Cuzzocrea e Caironi SPA",0.04081632653061225,0.019026928048011923,0.5838806167407875,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
"Pontecorvo, Tarantino e Grisoni s.r.l.",0.061224489795918366,0.03086758748169285,0.5691082101445496,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Montessori, Tamborini e Nadi SPA",0.061224489795918366,0.06718147966192618,0.6005994678235472,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Gualtieri-Molesini s.r.l.,0.36734693877551017,0.3016754714380426,0.4448787473764241,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Olivetti, Guarato e Ceci SPA",0.02040816326530612,0.031123362466361635,0.6119459926010239,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Morgagni s.r.l.,0.02040816326530612,0.027437109725177457,0.5991780170029416,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Lattuada SPA,0.0,0.0003452130325414379,0.5938765911038337,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Dalla, Pincherle e Iacovelli SPA",0.08163265306122448,0.07174942690507348,0.5681823564898734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cavalcanti, Metella e Innocenti s.r.l.",0.0,0.011856601401346065,0.6020447050096257,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Bossi-Comboni s.r.l.,0.16326530612244897,0.15725949109342427,0.5333594249113107,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Marcacci-Campano s.r.l.,0.0,0.009432333417456883,0.5889034362023491,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Nordio Group,0.6326530612244897,0.32300060755352644,0.7330843166169386,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Sagese e figli,0.24489795918367344,0.10706293614468405,0.5513574723526345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Raurica, Gentileschi e Fo SPA",0.26530612244897955,0.25594417231813554,0.6730996948374135,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Trombetta, Chiesa e Scotto Group",0.08163265306122448,0.07305640214632597,0.5594055051851781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Balla, Anguillara e Boldù e figli",0.0,0.009972465450656075,0.5961434433266655,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
"Caironi, Forza e Interminelli e figli",0.0,0.011918252648517667,0.5984855711549162,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Borsiere SPA,0.02040816326530612,0.0217159758425112,0.5826882690953188,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renier-Schiavone e figli,0.0,0.010101769123157186,0.5863233842327445,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fieramosca SPA,0.24489795918367344,0.21773638233191614,0.4611194466441553,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Gabba s.r.l.,0.2040816326530612,0.1776993371998478,0.5680055087186051,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Tognazzi, Tarchetti e Legnante e figli",0.24489795918367344,0.2394694624497887,0.49786340824543085,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Cavanna, Lollobrigida e Nicolini SPA",0.04081632653061225,0.02661347861004994,0.5796792610994154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Paganini e figli,0.6326530612244897,0.5597009055627965,0.533134888476398,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Juvara, Fo e Tomasini s.r.l.",0.0,0.0019779234763101184,0.5975840784886549,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Juvara-Malaparte s.r.l.,0.04081632653061225,0.03234980660713994,0.5748268576646118,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Navone-Visconti SPA,0.02040816326530612,0.01679121390079141,0.5964349787804096,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Buonauro, Rusticucci e Petrucci s.r.l.",0.14285714285714285,0.10082740310947223,0.5401040465728869,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Parmitano-Piovani s.r.l.,0.0,0.00265434220430119,0.5951116876718654,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Pisani e figli,0.22448979591836735,0.10037026902189726,0.5778246252292789,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Letta e figli,0.18367346938775508,0.12556095454617433,0.6195252893699065,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Alfieri Group,0.04081632653061225,0.031840829008256404,0.6045976337682514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Botta e figli,0.02040816326530612,0.02917964142336531,0.596972997233014,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Scotto-Giannetti e figli,0.02040816326530612,0.016601386113713586,0.5832607094783776,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Alboni-Micheletti e figli,0.0,0.003321263654932281,0.5946819554005395,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Cantimori SPA,0.061224489795918366,0.044160775196591125,0.6055266881735264,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Migliaccio e figli,0.10204081632653061,0.05715127045905095,0.5765211233283732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calarco, Antonucci e Pellico s.r.l.",0.08163265306122448,0.07363364544078399,0.5858254280884212,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Desio, Lombroso e Salieri s.r.l.",0.7551020408163265,0.35237405919718134,0.7090890958668404,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
"Castelli, Cabrini e Conti s.r.l.",0.14285714285714285,0.10075850732077822,0.5236165517920637,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Germano SPA,0.02040816326530612,0.01601691510060769,0.5972600213926071,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Morucci, Fabbri e Travaglio s.r.l.",0.6326530612244897,0.2660285572944729,0.532104070364293,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Fantozzi, Bevilacqua e Argentero SPA",0.061224489795918366,0.032481054086327774,0.5988643031198522,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Versace-Ferrara s.r.l.,0.04081632653061225,0.04637842004719196,0.5952990399537599,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Morandi-Fagiani Group,0.16326530612244897,0.0875189371657775,0.5682273635797879,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Federico, Battisti e Prodi s.r.l.",0.08163265306122448,0.08066744987241427,0.5735086978381297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Guarneri, Rensi e Zabarella s.r.l.",0.061224489795918366,0.02639272273278678,0.6054489628597753,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bulzoni-Pulci e figli,0.061224489795918366,0.061176588236804406,0.5929943281439252,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Terragni, Visintini e Boldù Group",0.061224489795918366,0.05258126011974284,0.6139565277078015,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Treves s.r.l.,0.14285714285714285,0.07698960856850544,0.543465701676485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Villarosa, Ruggeri e Gangemi e figli",0.10204081632653061,0.10489534546328046,0.579770227943596,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Cipolla s.r.l.,0.7346938775510203,0.45359739783531755,0.5353473632229169,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Coardi, Renzi e Poerio e figli",0.08163265306122448,0.07615393686325632,0.6269682442443888,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Palumbo SPA,0.0,0.007209637116434142,0.5958687130737026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Gilardoni, Corbo e Treves Group",0.08163265306122448,0.036599965161967896,0.5990624623455003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Falier SPA,0.061224489795918366,0.03688481924997367,0.6082425981445273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Foletti e figli,1.0,0.6431392021631844,0.5483155445108097,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Comencini, Panicucci e Venditti e figli",0.22448979591836735,0.11777146353102233,0.6111709724281041,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Pacillo, Morandini e Saragat e figli",0.04081632653061225,0.05255306957005257,0.5922343237757828,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Niscoromni-Montesano e figli,0.02040816326530612,0.00929560779857445,0.5992269960479298,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ferrara e figli,0.7959183673469387,0.7733590132372258,0.7080250403540301,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Fittipaldi Group,0.0,0.009647585156037499,0.602133176780505,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Togliatti Group,0.0,0.0027067102834252765,0.5952425051211379,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Manzoni-Trombetta e figli,0.14285714285714285,0.11605076792400129,0.6481049376416914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venditti SPA,0.14285714285714285,0.12809807801931075,0.6153774291082257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Raimondi, Fibonacci e Marazzi SPA",0.08163265306122448,0.07724679208657978,0.588931451591054,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vigliotti-Boccherini Group,0.02040816326530612,0.01697695525870564,0.5784678702480226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pistoletto-Cafarchia SPA,0.02040816326530612,0.02362278444003883,0.5804385194658436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Avogadro-Fattori Group,0.2040816326530612,0.18907083266129776,0.6785427451295475,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Rinaldi-Bompiani Group,0.061224489795918366,0.050990005826923764,0.5944087574754222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Navarria-Angeli Group,0.673469387755102,0.3119249178714147,0.7278119293386167,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Palombi e figli,0.061224489795918366,0.03157039977050174,0.6078073313469693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cristoforetti-Missoni SPA,0.04081632653061225,0.01854240937937287,0.585386738755971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Buonauro, Romiti e Cimarosa s.r.l.",0.061224489795918366,0.04144883146982835,0.600231588167334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paltrinieri-Pinamonte s.r.l.,0.04081632653061225,0.04682193372378981,0.5653421717062568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Spallanzani, Fermi e Sorrentino SPA",0.12244897959183673,0.08040594746363708,0.5443506159668107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Barracco Group,0.24489795918367344,0.16107949945145655,0.6716738788986685,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Ruberto s.r.l.,0.28571428571428564,0.2599328468164131,0.4210763025423057,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
"Belletini, Morucci e Fanucci s.r.l.",0.04081632653061225,0.03610644319673976,0.5974271408982762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Balla, Papetti e Collodi Group",0.0,0.00022873909591357867,0.5937160444781343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cabrini-Sandi e figli,0.061224489795918366,0.03972009452877206,0.6093463631269699,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Torlonia Group,0.0,0.010365770493481256,0.586534079311525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Soranzo e figli,0.02040816326530612,0.014157134084210415,0.5828388555900214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lollobrigida s.r.l.,0.14285714285714285,0.0727595655835834,0.569874963811986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Righi SPA,0.04081632653061225,0.03792772124134719,0.5859814180550006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabba-Turchetta Group,0.9795918367346937,0.7296255314074612,0.6788262459432061,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Errani-Lussu Group,0.18367346938775508,0.10926501218956433,0.5935853732048734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Pietrangeli-Fracci Group,0.0,0.007110308747677904,0.5997533204196067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Traversa, Bellò e Comboni s.r.l.",0.061224489795918366,0.026607630367115224,0.5858130837762696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Petruzzi Group,0.6326530612244897,0.33491254091862194,0.39089495834651533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emo-Ravaglioli SPA,0.0,0.005875367525899267,0.5910583831274775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Raurica, Ceri e Pistoletto e figli",0.02040816326530612,0.020753533072056966,0.5830959388699983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardi Group,0.061224489795918366,0.06313710309665903,0.6179294757702296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lopresti e figli,0.04081632653061225,0.032557654751566016,0.5869373285219919,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ortolani-Bazzi SPA,0.04081632653061225,0.024313888008160433,0.6020004035970085,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Valmarana-Jovinelli s.r.l.,0.24489795918367344,0.18044758774859543,0.5950582074138304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Draghi, Almagià e Udinesi e figli",0.04081632653061225,0.025769438289387967,0.5766796386115667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Carpaccio, Baroffio e Belletini Group",0.02040816326530612,0.02239060369903874,0.5774274599652256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Marconi-Pederiva e figli,0.0,0.005015974038181436,0.5948029891381393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Lamborghini, Romiti e Ossani s.r.l.",0.0,0.009206305863050431,0.6006969319394156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Gozzi, Cusano e Infantino s.r.l.",0.16326530612244897,0.11152676814658935,0.5846729108858358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Murri-Travaglia Group,0.04081632653061225,0.029428612319954448,0.593775739736938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Mastandrea, Palazzo e Mennea s.r.l.",0.4897959183673469,0.3986350693441796,0.4371541314898084,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Zampa-Manzoni Group,0.08163265306122448,0.06866812932078903,0.5477720469780465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonetti e figli,0.8775510204081631,0.6438562206048752,0.3152322284434676,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Emanuelli, Corbo e Bettoni s.r.l.",0.04081632653061225,0.03227931264536359,0.575029124940241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schiavo-Grossi s.r.l.,0.02040816326530612,0.00809963141295969,0.5962423288782328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golgi s.r.l.,0.061224489795918366,0.06203141966681453,0.5635447360216227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Scialpi e figli,0.04081632653061225,0.029517016525718354,0.5874634008660625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Padovano e figli,0.04081632653061225,0.022154306544395205,0.574825970527438,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Finetti-Ludovisi Group,0.08163265306122448,0.04555020393407326,0.6110641883313587,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Ruggieri-Mercalli SPA,0.0,0.00566730986021742,0.5861876572857034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boldù-Antonello s.r.l.,0.02040816326530612,0.012212388375218729,0.600096682830289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Folliero Group,0.02040816326530612,0.011185787749284838,0.5904997185733735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Trentin e figli,0.0,0.0031479712241855645,0.595380021464183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cusano-Correr SPA,0.04081632653061225,0.017079119046499783,0.6032724574932129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fracci, Squarcione e Totino s.r.l.",0.0,0.0016276666401079361,0.5894218317855351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Scarpa SPA,0.6122448979591836,0.38362245691396485,0.38219855425371807,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lombroso-Monteverdi Group,0.0,0.003758740978270894,0.5922845075127287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Morrocco-Leopardi e figli,0.02040816326530612,0.019457821509992285,0.6010604011125203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pizzo s.r.l.,0.061224489795918366,0.040925702774743215,0.5758349025622209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Prada SPA,0.08163265306122448,0.05272604542488729,0.6129837969183727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Schicchi-Piane e figli,0.04081632653061225,0.043967443663550064,0.5652831770841983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colletti-Comisso Group,0.08163265306122448,0.037367764215166126,0.594896274636297,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
"Vivaldi, Botta e Lupo SPA",0.02040816326530612,0.0193933409611917,0.5781113973612658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Camiscione, Marino e Marangoni s.r.l.",0.04081632653061225,0.050474871055954676,0.5805013852319332,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Lopresti-Sismondi Group,0.02040816326530612,0.009834007075694921,0.5993069996912409,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Simeoni s.r.l.,0.26530612244897955,0.1825126231280335,0.49738475237519,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
"Righi, Collina e Disdero s.r.l.",0.061224489795918366,0.04673466888543865,0.5741209938668325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Ceci, Romiti e Sbarbaro s.r.l.",0.08163265306122448,0.0459457372431003,0.6028289141090674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Balla-Cutuli s.r.l.,0.0,0.006983084994212153,0.5941878149541738,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
"Murri, Bramante e Pizziol SPA",0.26530612244897955,0.12347580818488699,0.6147402730764477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Garobbio e figli,0.08163265306122448,0.04236415948607501,0.6005489262074005,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pellegrini Group,0.061224489795918366,0.03702064255103929,0.5832075518156786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Niscoromni s.r.l.,0.12244897959183673,0.12732631182642304,0.6155089119103785,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Scamarcio e figli,0.0,0.010282778665265977,0.5975528925926641,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Vecoli-Manzoni SPA,0.0,0.007566497695573586,0.6004544007334204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Petralli-Pucci s.r.l.,0.08163265306122448,0.03813830845562057,0.5798418239459644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jovinelli-Combi e figli,0.5918367346938774,0.33203269113967315,0.50636979360426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Bruno-Ziani s.r.l.,0.2040816326530612,0.15262675743103,0.5696091654173867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Nadi e figli,0.0,0.0074054354946252255,0.5859092474296901,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Gatto-Telesio s.r.l.,0.0,0.005806532911294516,0.5902098666640387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tuzzolino-Comisso Group,0.04081632653061225,0.027728847427578928,0.5832594947053158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cuzzocrea-Boccherini SPA,0.02040816326530612,0.018983251277621623,0.5895072489818273,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Alfonsi SPA,0.24489795918367344,0.14314371834032508,0.6008132930851966,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"Antonucci, Turci e Venier SPA",0.08163265306122448,0.08164278661153548,0.6244866040144519,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Curci s.r.l.,0.08163265306122448,0.06738946544805313,0.5643626815364298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
